,Customer ID,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
3121,6992-TKNYO,3,1,,No,0,20,,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,,No,,No,,59.2,,0,130,662.8,
3122,9426-SXNHE,4,1,Q3,No,0,11,None,Yes,,No,Yes,,27,No,Yes,No,No,No,,No,Yes,Month-to-Month,Yes,Credit Card,75.9,,,0,149.05,1015.45
3123,4883-KCPZJ,3,1,Q3,Yes,4,68,None,Yes,11.94,No,Yes,,3,Yes,Yes,Yes,No,No,,Yes,Yes,Two Year,,Bank Withdrawal,70.95,4741.45,0,0,811.92,5553.37
3124,5161-UBZXI,3,1,Q3,Yes,1,63,None,No,0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,,Two Year,No,Bank Withdrawal,59,3707.6,0,,0,3707.6
3125,6705-LXORM,5,1,Q3,No,0,3,,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,,,,220.45,0,30,88.53,338.98
3126,7951-VRDVK,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,8465-SBRXP,3,1,Q3,No,0,66,None,No,0,No,Yes,Cable,15,No,No,No,,,No,No,Yes,One Year,No,,29.45,1983.15,0,,,1983.15
3128,7576-OYWBN,5,1,Q3,Yes,3,,None,,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,,5746.75,0,0,1695.92,7442.67
3129,0769-MURVM,4,1,Q3,Yes,2,7,Offer E,,41.64,No,No,None,0,No,No,No,No,No,No,No,No,One Year,,Mailed Check,,134.05,0,0,291.48,
3130,7114-AEOZE,3,1,Q3,Yes,5,72,None,Yes,12.02,,Yes,Cable,,Yes,Yes,,Yes,Yes,,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,,0,0,865.44,7095.54
3131,3646-ITDGM,4,1,Q3,No,0,29,None,Yes,5.69,No,No,None,0,No,No,No,No,,,No,No,Month-to-Month,,,19.85,573.05,0,0,165.01,738.06
3132,4597-NUCQV,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,6227-FBDXH,3,1,Q3,Yes,6,59,None,Yes,,Yes,,Cable,25,Yes,,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,,3801.3,0,0,854.91,
3134,2080-CAZNM,3,1,,No,,27,None,,1.31,No,Yes,Cable,53,No,Yes,No,Yes,,No,No,Yes,Month-to-Month,Yes,Mailed Check,,1439.35,0,0,35.37,1474.72
3135,6257-DTAYD,3,1,Q3,Yes,1,17,None,No,0,No,Yes,Cable,10,,No,Yes,No,No,No,No,,Month-to-Month,No,,34.4,592.75,0,0,,592.75
3136,5726-CVNYA,3,,Q3,No,0,53,None,,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,,No,,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0,60,133.03,5114.23
3137,7641-TQFHN,4,1,Q3,No,0,35,None,Yes,39.84,Yes,No,None,0,No,No,No,No,No,No,No,No,,Yes,Bank Withdrawal,25.6,901.25,0,0,,2295.65
3138,9224-VTYID,4,1,Q3,Yes,1,68,None,Yes,11.12,,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,,No,,,4859.95,0,0,756.16,
3139,0516-QREYC,3,1,,Yes,1,47,None,Yes,10.07,,No,None,0,No,No,No,No,No,No,,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0,0,473.29,1612.49
3140,3165-HDOEW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,1697-BCSHV,5,1,Q3,No,0,8,,Yes,15.86,No,No,None,0,No,No,No,,No,,No,No,Two Year,No,Mailed Check,20.25,174.65,0,0,126.88,301.53
3142,8069-YQQAJ,4,1,Q3,No,0,14,None,Yes,,Yes,No,None,0,No,No,No,No,No,,No,No,One Year,Yes,Credit Card,24.8,321.7,0,0,469,790.7
3143,8873-GLDMH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,9750-BOOHV,4,1,,Yes,,,None,Yes,39.45,,Yes,Fiber Optic,19,,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0,0,2603.7,9635
3145,2672-OJQZP,3,1,,Yes,,72,None,Yes,42.55,Yes,Yes,,18,Yes,Yes,Yes,Yes,No,No,No,Yes,,No,,72.1,5016.65,0,,3063.6,8080.25
3146,1775-KWJKQ,3,1,Q3,No,0,4,Offer E,Yes,,Yes,Yes,Fiber Optic,73,Yes,No,No,,No,No,No,Yes,Month-to-Month,Yes,,80.15,319.85,0,0,26,345.85
3147,1212-GLHMD,3,,Q3,Yes,8,6,Offer E,Yes,31.73,Yes,,None,0,No,No,No,No,No,No,No,No,Two Year,No,,25.4,153.3,0,0,190.38,343.68
3148,7120-RFMVS,4,1,Q3,Yes,7,72,None,Yes,39.98,Yes,,None,0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,,1849.2,0,,2878.56,4727.76
3149,4729-XKASR,3,1,Q3,,9,72,None,Yes,,Yes,,DSL,,Yes,Yes,Yes,No,,Yes,Yes,,Two Year,Yes,Bank Withdrawal,85.25,6083.1,,0,1193.76,
3150,7711-YIJWC,3,1,Q3,No,0,,None,Yes,38.82,,Yes,DSL,19,No,No,No,No,No,No,No,,,No,Mailed Check,50.15,,0,130,,3144.05
3151,6633-MPWBS,4,1,Q3,Yes,5,12,None,Yes,45.15,,No,None,0,No,No,,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0,0,541.8,856.75
3152,9639-BUJXT,5,1,Q3,No,0,40,None,Yes,8.36,,,None,,No,No,,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,,0,334.4,1139.25
3153,4879-GZLFH,3,1,Q3,Yes,9,7,Offer E,No,,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0,0,,465.7
3154,2219-MVUSO,4,,Q3,Yes,8,70,None,Yes,32.38,,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0,,2266.6,
3155,6479-VDGRK,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,2323-ARSVR,4,1,Q3,Yes,5,72,None,Yes,6.29,Yes,Yes,,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,8827.93
3157,5883-GTGVD,3,1,Q3,Yes,,,None,Yes,48.45,Yes,Yes,DSL,28,No,,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770,0,,2616.3,6386.3
3158,1450-GALXR,,1,,Yes,7,63,,,6.33,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0,0,398.79,5106.64
3159,7017-VFHAY,3,1,Q3,Yes,9,,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,,No,,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0,0,2390.57,
3160,1226-IENZN,4,,Q3,No,0,,None,Yes,23.25,No,No,None,0,No,No,No,No,No,No,No,,One Year,Yes,Credit Card,20.65,958.1,0,0,976.5,1934.6
3161,2266-FUBDZ,4,1,Q3,No,,,None,Yes,6.61,No,No,None,,No,No,No,No,No,No,No,No,,,Bank Withdrawal,20.45,943,0,0,310.67,1253.67
3162,9931-DCEZH,4,1,Q3,No,0,5,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0,0,148.7,566.45
3163,3285-UCQVC,4,,Q3,No,0,29,None,,39.35,Yes,Yes,DSL,69,No,Yes,No,No,No,,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0,0,1141.15,2761.35
3164,7774-OJSXI,4,1,Q3,,,46,None,Yes,47.5,No,No,None,,No,,No,No,No,No,,,Two Year,No,Credit Card,19.4,967.85,,,2185,3152.85
3165,4338-EYCER,5,1,Q3,No,0,,None,Yes,30.53,No,Yes,DSL,,No,No,No,No,No,Yes,Yes,,Month-to-Month,Yes,Credit Card,54.75,438.05,0,0,244.24,682.29
3166,3059-NGMXB,3,1,,Yes,10,72,Offer A,Yes,27.97,No,,None,0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,,1421.9,0,0,2013.84,3435.74
3167,5213-TWWJU,,1,Q3,No,0,17,None,Yes,25.62,No,,None,,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0,0,435.54,758.69
3168,3050-RLLXC,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,9207-ZPANB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,2380-DAMQP,5,1,Q3,Yes,5,3,None,Yes,2.97,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0,0,8.91,
3171,4544-RXFMG,4,1,Q3,Yes,4,30,None,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,100,166.8,1708.75
3172,3446-QDSZF,4,1,Q3,,0,31,None,Yes,6.4,Yes,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0,0,198.4,2366.55
3173,1100-DDVRV,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,7594-RQHXR,3,1,Q3,Yes,5,64,Offer B,Yes,13.8,,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0,,883.2,6575.85
3175,6654-QGBZZ,5,1,Q3,Yes,4,7,None,Yes,31.43,No,Yes,DSL,24,No,No,No,No,No,No,No,No,,,Credit Card,44.25,313.45,0,0,220.01,533.46
3176,2055-PDADH,,,,,2,40,Offer B,Yes,1.89,No,No,None,0,No,No,No,No,No,No,No,No,,Yes,Bank Withdrawal,20.4,,0,0,75.6,
3177,8216-AZUUZ,5,1,,No,0,16,None,Yes,25.71,Yes,,DSL,48,No,Yes,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.4,1212.1,0,0,411.36,1623.46
3178,8819-WFGGJ,4,1,Q3,Yes,9,67,Offer A,Yes,3.28,Yes,,None,,No,,No,No,No,No,No,No,Two Year,,Credit Card,24.85,1583.5,0,0,219.76,1803.26
3179,9323-HGFWY,3,1,Q3,,2,41,Offer B,Yes,9.85,No,Yes,,14,Yes,Yes,Yes,No,,Yes,Yes,Yes,One Year,Yes,,104.45,4162.05,0,0,403.85,4565.9
3180,8746-OQQRW,,1,,Yes,2,56,Offer B,Yes,48.56,No,,None,0,No,No,No,No,No,No,No,No,Two Year,,Credit Card,,1119.9,0,0,2719.36,3839.26
3181,6591-QGOYB,4,,Q3,No,0,72,,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0,90,3493.44,
3182,2832-KJCRD,5,1,Q3,Yes,1,54,Offer B,Yes,,No,No,,0,No,,No,No,No,No,,No,Two Year,No,,20.05,1102.4,0,0,1766.88,2869.28
3183,0587-DMGBH,4,,,No,,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26,No,,Yes,,,Yes,Yes,Yes,Two Year,Yes,,89.7,,0,0,1490,5794.5
3184,3521-SYVOR,3,1,Q3,,10,27,None,Yes,9.01,No,Yes,DSL,,Yes,No,No,No,No,,No,,One Year,No,Credit Card,,1421.75,,0,243.27,1665.02
3185,3387-VATUS,4,1,Q3,No,0,62,Offer B,Yes,38.33,No,Yes,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,,4698.05,0,0,2376.46,7074.51
3186,4419-UJMUS,3,1,Q3,No,0,12,Offer D,Yes,37.63,No,Yes,DSL,26,No,Yes,No,Yes,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0,,451.56,1236.06
3187,7010-BRBUU,3,1,Q3,Yes,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0,0,2521.8,6883.85
3188,1506-YJTYT,4,1,Q3,No,0,68,Offer A,Yes,2.83,No,No,None,0,No,No,No,No,No,No,,No,Two Year,No,Bank Withdrawal,20.05,1386.9,0,0,192.44,1579.34
3189,2123-AGEEN,3,1,Q3,No,0,20,,Yes,31.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,415.4,0,,620.4,1035.8
3190,1207-BLKSA,4,1,Q3,Yes,,50,,Yes,10.33,Yes,Yes,DSL,6,No,No,Yes,No,No,No,,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0,0,516.5,3130.6
3191,7798-JVXYM,4,1,Q3,No,,58,Offer B,Yes,2.38,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1513.6,,0,138.04,1651.64
3192,0134-XWXCE,3,1,Q3,Yes,4,35,None,Yes,48.08,Yes,Yes,Fiber Optic,53,No,,No,No,Yes,No,,No,Month-to-Month,Yes,Bank Withdrawal,,3161.6,0,,1682.8,4884.4
3193,9970-QBCDA,3,1,Q3,No,0,2,None,Yes,10.81,No,Yes,Cable,13,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,,80.95,,0,21.62,102.57
3194,9564-KCLHR,3,,,,3,63,Offer B,Yes,12.15,Yes,Yes,DSL,,Yes,No,,Yes,No,,Yes,Yes,Two Year,No,Credit Card,75.7,,0,0,765.45,
3195,6907-CQGPN,3,1,,Yes,8,58,Offer B,Yes,37.95,Yes,,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,,One Year,Yes,Credit Card,110.65,,0,,2201.1,8727.75
3196,5170-PTRKA,4,,Q3,Yes,10,27,None,,20.96,No,No,None,0,No,,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,583.3,,0,565.92,1149.22
3197,0734-OXWBT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,5862-BRIXZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,6397-JNZZG,4,1,Q3,Yes,8,71,Offer A,Yes,26.56,Yes,Yes,,,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,8645.21
3200,1872-EBWSC,4,1,Q3,Yes,10,68,Offer A,Yes,46.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0,0,3169.48,4462.13
3201,7654-YWJUF,4,1,Q3,Yes,10,,None,,26.26,No,Yes,,22,Yes,No,No,,No,,No,Yes,Month-to-Month,Yes,Credit Card,48.75,,0,,26.26,75.01
3202,4632-PAOYU,,1,Q3,No,0,28,None,,3.25,Yes,Yes,Cable,11,No,,No,Yes,No,No,No,Yes,Month-to-Month,,Credit Card,54.9,1505.15,0,0,91,
3203,8204-TIFGJ,4,,Q3,Yes,3,72,Offer A,Yes,,Yes,,None,0,No,,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,,0,3433.68,5292.78
3204,6496-JDSSB,3,1,Q3,No,0,2,None,Yes,46.78,No,Yes,Fiber Optic,,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0,,93.56,272.06
3205,7636-OWBPG,3,1,Q3,Yes,4,68,Offer A,Yes,,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,,92.2,6392.85,0,0,2609.84,9002.69
3206,0365-TRTPY,4,1,Q3,Yes,10,57,,Yes,23.28,No,No,None,0,No,No,,No,No,,No,No,,Yes,Bank Withdrawal,19.6,1134.25,0,0,1326.96,
3207,2773-OVBPK,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,7927-AUXBZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,9350-VLHMB,3,1,Q3,,10,42,Offer B,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,69.4,3058.3,0,0,700.14,3758.44
3210,0674-DGMAQ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,1401-FTHFQ,5,1,Q3,Yes,5,23,Offer D,Yes,14.53,,,Cable,48,No,No,,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,,0,0,334.19,1976.94
3212,8058-INTPH,3,1,,No,0,30,None,Yes,9.27,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,,19.4,578.5,,0,278.1,856.6
3213,4198-VFOEA,4,1,,No,0,1,,Yes,15.9,No,Yes,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0,10,15.9,69.75
3214,2848-YXSMW,3,1,,No,0,,Offer D,Yes,15.77,No,Yes,Fiber Optic,,,,No,No,,No,No,Yes,,Yes,Credit Card,69.7,,,0,346.94,1837.34
3215,3247-MHJKM,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,7129-ACFOG,3,1,Q3,No,0,36,None,No,0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Credit Card,53.1,1901.25,,0,0,1901.25
3217,1488-SYSFC,,1,Q3,Yes,7,34,None,Yes,9.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0,0,,
3218,9708-KFDBY,3,,Q3,Yes,1,72,,Yes,,Yes,Yes,Cable,,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720,0,0,,7072.24
3219,5206-HPJKM,3,1,Q3,Yes,9,36,None,Yes,34.79,Yes,No,None,0,No,No,No,No,No,No,No,No,,No,Credit Card,25.1,930.95,0,0,1252.44,2183.39
3220,6445-TNRXS,3,1,Q3,Yes,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,,No,One Year,,Credit Card,95.15,6770.85,0,0,,
3221,5122-CYFXA,5,,Q3,,1,17,Offer D,Yes,,No,Yes,Fiber Optic,5,No,,Yes,,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0,0,,2078.36
3222,7762-ONLJY,5,1,Q3,No,0,1,None,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0,0,5.63,81.13
3223,5178-LMXOP,4,1,,Yes,7,12,Offer D,Yes,,No,No,None,0,No,No,No,No,No,No,No,,,No,Credit Card,19.7,258.35,0,0,,314.87
3224,9522-ZSINC,4,1,Q3,Yes,6,72,Offer A,Yes,43.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0,0,3161.52,4663.77
3225,4289-DTDKW,5,,Q3,Yes,9,,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0,0,2306.4,6759.7
3226,3158-MOERK,3,1,Q3,Yes,10,61,Offer B,No,0,No,Yes,,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0,0,0,3244.4
3227,8620-RJPZN,4,1,Q3,Yes,9,,Offer E,,5.69,No,Yes,,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,,0,34.14,357.59
3228,6078-VESFR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2676-OXPPQ,5,,Q3,No,0,32,None,Yes,32.02,Yes,Yes,DSL,,No,Yes,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0,0,1024.64,
3230,2898-LSJGD,5,1,Q3,Yes,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931,0,,1289.6,7330.6
3231,5748-RNCJT,3,1,Q3,Yes,10,45,Offer B,No,,No,Yes,DSL,18,Yes,,,,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,2333.85,,0,0,2333.85
3232,3938-YFPXD,5,1,Q3,No,0,42,None,Yes,27.64,Yes,No,None,,No,No,No,No,No,No,No,No,One Year,,Bank Withdrawal,25.05,949.85,0,0,,2110.73
3233,1575-KRZZE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,6797-LNAQX,4,1,Q3,No,0,32,None,Yes,16.94,No,No,None,0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,20.5,696.8,0,0,542.08,1238.88
3235,6464-KEXXH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,4685-TFLLS,,1,Q3,Yes,7,1,Offer E,Yes,,No,Yes,DSL,52,No,No,No,No,No,,No,No,,Yes,Bank Withdrawal,45,45,,10,,95.63
3237,9631-RXVJM,3,1,Q3,No,0,4,Offer E,Yes,9.75,Yes,No,None,0,,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0,0,39,155.95
3238,3186-AJIEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,9174-IHETN,4,1,,No,0,45,None,Yes,10.36,No,,DSL,6,,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0,0,466.2,
3240,5149-QYTTU,3,1,Q3,Yes,5,71,,Yes,22.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,,1415.85,0,0,1587.56,3003.41
3241,0253-ZTEOB,5,1,Q3,No,0,69,None,No,,No,Yes,DSL,,,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0,150,0,2642.25
3242,0030-FNXPP,3,1,Q3,No,,19,,Yes,17.17,No,No,None,0,,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,,0,326.23,
3243,4291-SHSBH,5,,Q3,Yes,8,,,Yes,27.75,No,No,None,,No,No,No,No,No,,No,No,Two Year,No,Credit Card,,1083,0,0,1526.25,2609.25
3244,7613-LLQFO,5,1,,No,0,38,None,Yes,32.63,No,No,None,0,No,No,No,No,No,No,,,,No,Mailed Check,19.3,755.5,0,0,,1995.44
3245,4825-FUREZ,5,1,Q3,,4,46,,Yes,14.91,No,,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,,20.1,936.85,0,0,685.86,1622.71
3246,2812-ENYMO,4,1,Q3,Yes,5,65,None,Yes,34.31,No,Yes,DSL,71,Yes,No,Yes,,No,No,No,Yes,,No,Credit Card,58.9,,0,0,2230.15,6087.25
3247,6258-PVZWJ,4,1,Q3,Yes,6,71,None,Yes,11.3,No,,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,,0,802.3,2180.75
3248,8433-WXGNA,4,1,Q3,Yes,4,64,None,Yes,13.95,,Yes,Fiber Optic,11,Yes,,No,Yes,Yes,Yes,Yes,,One Year,Yes,Bank Withdrawal,,6721.6,0,0,892.8,7614.4
3249,2025-JKFWI,5,1,,No,,1,Offer E,Yes,30.73,No,Yes,Cable,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0,,30.73,74.78
3250,0824-VWDPO,4,,Q3,No,0,72,None,Yes,19.64,Yes,No,None,0,No,No,No,No,No,No,No,No,,No,Credit Card,24.1,1734.65,0,,,3148.73
3251,0334-GDDSO,4,1,Q3,No,,1,Offer E,Yes,16.34,No,Yes,DSL,4,No,,No,,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0,0,16.34,61.89
3252,7615-ESMYF,3,1,Q3,Yes,,51,None,Yes,27.23,Yes,Yes,Fiber Optic,75,Yes,,No,,No,Yes,,Yes,Month-to-Month,Yes,,93.8,4539.35,0,0,1388.73,
3253,9817-APLHW,3,1,Q3,,6,72,None,,43.12,No,Yes,Cable,22,,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0,0,3104.64,8115.79
3254,8066-POXGX,4,1,,Yes,6,43,None,Yes,21.08,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Two Year,,,86.45,3574.5,0,0,906.44,4480.94
3255,9225-BZLNZ,3,,Q3,Yes,6,72,None,Yes,23.27,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.1,8086.4,,0,1675.44,9761.84
3256,9488-HGMJH,,1,Q3,Yes,1,,None,Yes,20.93,Yes,,Fiber Optic,85,No,No,,No,Yes,,Yes,No,One Year,Yes,Credit Card,95.2,4563,0,80,,5626.71
3257,9782-LGXMC,4,1,Q3,No,,72,None,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0,0,3319.2,9681.55
3258,8597-CTXVJ,5,,Q3,No,0,3,Offer E,Yes,16.39,No,No,,0,No,,No,,No,,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0,0,49.17,116.27
3259,1004-NOZNR,4,1,Q3,,0,,None,No,0,No,Yes,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,1156.55,0,0,0,
3260,6845-RGTYS,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,8490-BXHEO,,1,Q3,No,0,27,None,Yes,20.29,,Yes,DSL,21,Yes,Yes,No,No,No,,No,,One Year,,Bank Withdrawal,55.45,1477.65,0,0,547.83,2025.48
3262,8687-BAFGU,3,1,Q3,Yes,6,24,None,Yes,44.57,No,Yes,Cable,26,Yes,Yes,,Yes,No,Yes,,Yes,Month-to-Month,Yes,Credit Card,,1706.45,0,0,1069.68,2776.13
3263,8756-RDDLT,3,1,Q3,Yes,1,,None,Yes,21.17,No,,Cable,13,Yes,No,Yes,Yes,No,No,No,No,,Yes,Bank Withdrawal,60.4,3953.7,0,40,1418.39,5412.09
3264,3392-EHMNK,3,1,Q3,No,0,23,,Yes,9.04,No,Yes,DSL,8,No,Yes,Yes,No,,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0,0,207.92,1535.77
3265,8510-BBWMU,5,1,Q3,No,0,14,Offer D,No,0,,Yes,Cable,12,,Yes,No,,No,No,No,,Month-to-Month,Yes,Mailed Check,31.1,419.7,0,0,0,419.7
3266,3339-EAQNV,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,2146-EGVDT,3,1,Q3,Yes,1,46,,No,0,No,Yes,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,,0,0,2007.85
