,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue
742,0.0,24.0,1.0,0.0,1.0,0.0,0.0,36.19204239161876,-118.165327,3.0,3.0,1.0,5.0,72.0,0.0,1.0,1.0,1.0,1.0,52.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,8646.119999999999
743,0.0,53.0,0.0,0.0,1.0,0.0,1.0,33.766476,-117.969795,4.0,3.0,1.0,1.0,72.0,3.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,11033.899999999998
744,0.0,50.0,0.0,0.0,0.0,0.0,0.0,38.954144,-121.482536,2.0,3.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1350.77
745,0.0,50.0,0.0,0.0,0.0,0.0,0.0,38.093701,-122.276589,5.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.9
746,1.0,22.0,1.0,0.0,0.0,0.0,0.0,34.741406,-118.38111,3.0,3.0,0.0,0.0,56.0,2.0,1.0,0.0,1.0,1.0,59.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6371.47
747,1.0,22.0,1.0,0.0,1.0,1.0,3.0,36.19204239161876,-121.889838,3.0,3.0,1.0,4.0,72.0,0.0,1.0,1.0,1.0,1.0,59.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,3044.441077322455
748,0.0,42.0,0.0,0.0,1.0,1.0,3.0,38.685069,-121.543709,3.0,3.0,0.0,8.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5161.9400000000005
749,0.0,42.0,0.0,0.0,1.0,0.0,0.0,39.455555,-123.683979,4.0,3.0,1.0,1.0,32.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,90.0,10211.03
750,0.0,42.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-120.13287,4.0,3.0,1.0,1.0,32.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,90.0,10211.03
751,0.0,42.0,0.0,0.0,0.0,0.0,0.0,34.049315,-117.255974,3.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.8
752,0.0,63.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-121.34848,3.0,3.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,3.0,28.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3510.39
753,0.0,58.0,0.0,0.0,0.0,0.0,0.0,38.53508,-121.444144,3.0,3.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,3.0,28.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3510.39
754,1.0,58.0,0.0,0.0,0.0,1.0,1.0,38.53508,-121.444144,4.0,3.0,1.0,1.0,51.0,2.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2563.71
755,0.0,61.0,0.0,0.0,1.0,1.0,3.0,40.89866,-119.7549407277953,3.0,3.0,1.0,1.0,51.0,2.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2563.71
756,0.0,59.0,0.0,0.0,1.0,0.0,0.0,37.285677,-122.224165,5.0,3.0,1.0,10.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4024.6
757,0.0,58.0,0.0,0.0,1.0,0.0,0.0,37.285677,-122.224165,4.0,3.0,0.0,0.0,61.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7332.2
758,0.0,58.0,0.0,0.0,1.0,1.0,1.0,36.19204239161876,-122.224165,4.0,3.0,0.0,0.0,61.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7332.2
759,0.0,34.0,0.0,0.0,1.0,0.0,0.0,34.052917,-118.255178,3.0,3.0,1.0,3.0,47.0,2.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6500.150000000001
760,1.0,46.0,0.0,0.0,0.0,0.0,0.0,34.052917,-118.255178,3.0,3.0,0.0,0.0,63.0,2.0,1.0,1.0,0.0,1.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,5783.450000000001
761,0.0,24.0,1.0,0.0,1.0,1.0,0.0,34.052917,-118.255178,5.0,3.0,1.0,7.0,15.0,4.0,1.0,0.0,1.0,3.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1003.5
762,1.0,55.0,0.0,0.0,0.0,0.0,0.0,33.999992,-119.7549407277953,3.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.08
763,1.0,74.0,0.0,1.0,1.0,0.0,0.0,39.884395,-122.587513,1.0,3.0,1.0,2.0,32.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1321.65
764,1.0,74.0,0.0,1.0,1.0,0.0,0.0,38.542532,-121.378826,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.46
765,0.0,45.0,0.0,0.0,1.0,1.0,2.0,39.564113,-120.868836,3.0,3.0,0.0,0.0,50.0,2.0,0.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5339.1
766,0.0,45.0,0.0,0.0,1.0,1.0,2.0,38.368744,-122.522642,3.0,3.0,0.0,0.0,50.0,2.0,0.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5339.1
767,0.0,73.0,0.0,1.0,1.0,1.0,0.0,38.368744,-122.522642,3.0,3.0,0.0,0.0,66.0,0.0,1.0,1.0,1.0,3.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7643.51
768,1.0,48.0,0.0,0.0,0.0,0.0,0.0,38.368744,-122.522642,5.0,3.0,0.0,7.0,42.0,0.0,1.0,1.0,1.0,2.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455
769,0.0,31.0,0.0,0.0,1.0,0.0,0.0,34.291273,-118.505104,2.0,3.0,1.0,1.0,19.0,4.0,1.0,0.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1930.35
770,0.0,52.0,0.0,0.0,1.0,1.0,2.0,38.851842,-120.076204,4.0,3.0,1.0,4.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3044.441077322455
771,0.0,28.0,0.0,0.0,0.0,0.0,0.0,38.104705,-122.247387,3.0,3.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1764.38
772,1.0,62.0,0.0,0.0,1.0,1.0,0.0,37.766556,-121.976784,4.0,3.0,1.0,7.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3425.48
773,1.0,71.0,0.0,1.0,0.0,0.0,0.0,34.002642,-118.287596,3.0,3.0,0.0,10.0,32.0,5.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.14
774,1.0,56.0,0.0,1.0,0.0,0.0,0.0,34.002642,-118.287596,4.0,3.0,0.0,10.0,32.0,5.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.14
775,1.0,56.0,0.0,0.0,1.0,0.0,0.0,37.83323,-121.601461,1.0,3.0,0.0,0.0,29.0,0.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3289.83
776,1.0,56.0,0.0,0.0,1.0,0.0,0.0,39.02741,-121.614982,3.0,3.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3136.59
777,0.0,56.0,0.0,0.0,1.0,0.0,0.0,33.748635,-117.906125,4.0,3.0,1.0,2.0,71.0,0.0,1.0,0.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,4827.31
778,1.0,35.0,0.0,0.0,1.0,1.0,3.0,36.19204239161876,-118.156582,3.0,3.0,1.0,4.0,66.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3708.4
779,0.0,39.0,0.0,0.0,1.0,1.0,2.0,33.529047,-117.701175,3.0,3.0,1.0,4.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,749.78
780,0.0,80.0,0.0,1.0,1.0,1.0,0.0,34.088017,-118.327168,5.0,3.0,1.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,387.58
781,1.0,61.0,0.0,0.0,1.0,0.0,0.0,34.110845,-118.259595,4.0,3.0,1.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,387.58
782,1.0,79.0,0.0,1.0,0.0,0.0,0.0,38.060264,-122.830646,2.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1141.71
783,0.0,65.0,0.0,1.0,0.0,0.0,0.0,36.464635,-119.7549407277953,2.0,3.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1173.58
784,0.0,39.0,0.0,0.0,1.0,0.0,0.0,34.486835,-117.362274,4.0,3.0,1.0,6.0,32.0,1.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9724.03
785,0.0,63.0,0.0,0.0,1.0,1.0,1.0,41.162295,-124.027381,3.0,3.0,1.0,1.0,64.0,2.0,1.0,1.0,1.0,2.0,19.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,7679.87
786,0.0,63.0,0.0,0.0,1.0,1.0,1.0,37.818589,-120.256995,3.0,3.0,0.0,0.0,32.0,2.0,1.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5493.45
787,1.0,51.0,0.0,0.0,1.0,1.0,3.0,36.19204239161876,-121.903253,3.0,3.0,1.0,1.0,68.0,0.0,1.0,1.0,1.0,2.0,75.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8723.46
788,0.0,53.0,0.0,0.0,1.0,0.0,0.0,36.633498,-119.298895,4.0,3.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,545.0
789,0.0,53.0,0.0,0.0,1.0,0.0,0.0,35.233745,-120.626442,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
790,1.0,47.0,0.0,0.0,1.0,1.0,0.0,37.684694,-122.40712,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
791,0.0,19.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-119.7549407277953,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
792,0.0,40.0,0.0,0.0,0.0,0.0,0.0,39.194539,-120.988066,3.0,3.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2367.74
793,0.0,73.0,0.0,1.0,0.0,0.0,0.0,37.83726,-122.287648,1.0,3.0,0.0,0.0,15.0,4.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1014.95
794,0.0,73.0,0.0,1.0,0.0,0.0,0.0,36.64152,-119.7549407277953,5.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3044.441077322455
795,0.0,69.0,0.0,1.0,1.0,0.0,0.0,37.581496,-119.972762,3.0,3.0,1.0,4.0,70.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3044.441077322455
796,0.0,69.0,0.0,0.0,0.0,0.0,0.0,34.17051,-118.289463,3.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37
797,0.0,74.0,0.0,1.0,0.0,0.0,0.0,35.215731,-119.57013,3.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.9
798,1.0,46.0,0.0,0.0,0.0,0.0,0.0,37.419725,-122.062947,1.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,2.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,1313.93
799,0.0,47.0,0.0,0.0,0.0,0.0,0.0,34.050198,-118.210946,3.0,3.0,0.0,0.0,12.0,4.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3044.441077322455
800,1.0,63.0,0.0,0.0,0.0,0.0,0.0,36.525703,-120.952122,5.0,3.0,0.0,0.0,12.0,4.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3044.441077322455
801,0.0,54.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-119.348267,5.0,3.0,1.0,4.0,32.0,2.0,1.0,1.0,1.0,2.0,25.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7527.949999999999
802,1.0,77.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-119.348267,3.0,3.0,1.0,10.0,43.0,2.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5898.87
803,1.0,27.0,1.0,1.0,1.0,0.0,0.0,41.932207,-120.135941,3.0,3.0,1.0,10.0,43.0,2.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5898.87
804,1.0,26.0,1.0,0.0,1.0,1.0,3.0,37.416159,-119.7549407277953,3.0,3.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1020.0
805,1.0,26.0,1.0,0.0,1.0,1.0,3.0,38.24458,-122.956268,3.0,3.0,0.0,6.0,34.0,0.0,1.0,1.0,1.0,2.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3674.07
806,0.0,70.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.595293,5.0,3.0,0.0,0.0,59.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455
807,1.0,59.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-119.305858,3.0,3.0,1.0,7.0,71.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,9893.23
808,0.0,40.0,0.0,0.0,1.0,0.0,0.0,33.992416,-117.807874,3.0,3.0,1.0,7.0,21.0,2.0,1.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2129.91
809,1.0,19.0,1.0,0.0,0.0,0.0,0.0,34.243088,-119.7549407277953,4.0,3.0,0.0,0.0,55.0,2.0,1.0,0.0,1.0,2.0,51.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7872.5
810,1.0,55.0,0.0,0.0,1.0,1.0,2.0,35.383937,-119.020428,3.0,3.0,1.0,6.0,72.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6397.05
811,0.0,63.0,0.0,0.0,0.0,1.0,2.0,33.429488,-117.609432,5.0,3.0,0.0,0.0,26.0,3.0,1.0,0.0,1.0,2.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2779.78
812,1.0,35.0,0.0,0.0,0.0,1.0,2.0,36.19204239161876,-117.717854,5.0,3.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,363.9500000000001
813,0.0,35.0,0.0,0.0,1.0,0.0,0.0,33.752591,-117.993661,5.0,3.0,1.0,6.0,26.0,3.0,1.0,0.0,1.0,1.0,58.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,70.0,2845.79
814,0.0,35.0,0.0,0.0,1.0,0.0,0.0,38.749466,-121.184196,1.0,3.0,1.0,6.0,26.0,3.0,1.0,0.0,1.0,1.0,58.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,70.0,2845.79
815,0.0,35.0,0.0,0.0,1.0,0.0,0.0,38.749466,-121.184196,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,91.21
816,0.0,52.0,0.0,0.0,1.0,1.0,2.0,38.749466,-121.184196,5.0,3.0,1.0,4.0,65.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4087.6
817,0.0,62.0,0.0,0.0,0.0,0.0,0.0,38.105733,-122.186338,4.0,3.0,0.0,0.0,39.0,0.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2473.1800000000003
818,0.0,49.0,0.0,0.0,1.0,0.0,2.0,36.460611,-121.852507,3.0,3.0,1.0,10.0,32.0,0.0,1.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6047.009999999999
819,0.0,32.0,0.0,0.0,0.0,0.0,0.0,36.460611,-121.852507,1.0,3.0,1.0,10.0,32.0,0.0,1.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6047.009999999999
820,0.0,57.0,0.0,0.0,0.0,0.0,0.0,32.825086,-117.199424,2.0,3.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1007.35
821,0.0,57.0,0.0,0.0,0.0,0.0,0.0,37.654551,-119.822984,2.0,3.0,1.0,5.0,23.0,0.0,1.0,0.0,1.0,2.0,82.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2563.37
822,0.0,59.0,0.0,0.0,1.0,1.0,3.0,37.654551,-119.822984,3.0,3.0,1.0,3.0,43.0,2.0,1.0,1.0,1.0,2.0,53.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5221.07
823,0.0,59.0,0.0,0.0,1.0,1.0,3.0,36.19204239161876,-116.823091,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.5
824,1.0,30.0,0.0,0.0,1.0,1.0,3.0,34.106922,-117.297553,3.0,3.0,1.0,4.0,16.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,958.15
825,0.0,30.0,0.0,0.0,1.0,1.0,3.0,38.419525,-122.521585,5.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.07
826,1.0,28.0,1.0,0.0,0.0,0.0,0.0,38.419525,-122.521585,1.0,3.0,0.0,0.0,32.0,4.0,1.0,0.0,1.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,747.0
827,1.0,28.0,1.0,0.0,0.0,0.0,0.0,36.19204239161876,-118.993111,3.0,3.0,1.0,1.0,20.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2770.35
828,0.0,51.0,0.0,0.0,0.0,0.0,0.0,37.902422,-121.440029,3.0,3.0,0.0,0.0,28.0,3.0,1.0,0.0,1.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2867.73
829,0.0,74.0,0.0,1.0,0.0,0.0,0.0,36.19204239161876,-119.129075,3.0,3.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,2.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5330.0
830,0.0,52.0,0.0,0.0,0.0,0.0,0.0,41.572813,-124.035011,1.0,3.0,0.0,0.0,28.0,0.0,1.0,1.0,1.0,2.0,26.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3653.96
831,0.0,45.0,0.0,0.0,1.0,0.0,0.0,34.115192,-119.7549407277953,3.0,3.0,1.0,10.0,68.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,7488.9
832,0.0,40.0,0.0,0.0,1.0,1.0,2.0,40.331975,-121.460674,4.0,3.0,1.0,4.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,825.36
833,1.0,40.0,0.0,1.0,0.0,0.0,2.0,37.716186,-121.025836,4.0,3.0,1.0,4.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,825.36
834,0.0,57.0,0.0,0.0,1.0,1.0,3.0,38.815515,-120.916997,4.0,3.0,1.0,10.0,16.0,4.0,1.0,0.0,1.0,2.0,76.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1959.02
835,1.0,29.0,1.0,0.0,1.0,0.0,0.0,33.141265,-116.967221,3.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,1.0,51.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6354.41
836,1.0,54.0,1.0,0.0,1.0,0.0,0.0,33.75462,-118.071128,3.0,3.0,0.0,0.0,39.0,3.0,1.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4654.02
837,1.0,33.0,0.0,0.0,0.0,0.0,0.0,33.75462,-118.071128,4.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3044.441077322455
838,1.0,33.0,0.0,0.0,0.0,0.0,0.0,39.457388,-121.818201,4.0,3.0,1.0,0.0,70.0,0.0,1.0,0.0,1.0,1.0,28.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,8887.51
839,1.0,30.0,0.0,0.0,1.0,0.0,0.0,40.426679,-119.7549407277953,3.0,3.0,1.0,0.0,70.0,0.0,1.0,0.0,1.0,1.0,28.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,8887.51
